hi
The program mdatom performs a MD-run for a collection of atoms, using:
  1. Data characterizing the md-run
  2. Atomic coordinates and velocities


Data characterizing the MD-run:
# Title
Test 6, 1000 atoms
#                 NumberAtoms                 AtomicMass                     MDType
                           10                          1                          0
#                  BoxSize(x)                 BoxSize(y)                 BoxSize(z)
                       10.436                     10.436                     10.436
#               NumberMDSteps                InitialTime                   TimeStep
                         1000                          0                     0.0005
#          InitialTemperature          TargetTemperature    TemperatureCouplingTime
                          100                        100                        0.1
#                  RandomSeed
                     10021988
#            XVInitialization  CoordInitializationSpread              FinalXVOutput
                            1                          0                          1
#          NAtomsOnBoxEdge(x)         NAtomsOnBoxEdge(y)         NAtomsOnBoxEdge(z)
                           10                         10                         10
#                   EpsilonLJ                    SigmaLJ    InteractionCutoffRadius
                       0.4577                     0.1908                        2.5
#    PropertyPrintingInterval    NumberRadialDistrPoints    RadialDistrCutoffRadius
                            1                        100                        2.5
#            TrajectoryOutput     TrajectoryOutputFormat   TrajectoryOutputInterval
                            0                          2                          5


Atomic coordinates and velocities:

coordinates of the elements of a chain
 The velocities are taken from a Maxwellian distribution.
no of bonds: 9
 The initial temperature is: 145.562


Starting MD iterations...

           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T
            295         0.1475        713.012         658.33        54.6823      0.0353855       0.386124              1
            296          0.148        712.932        658.342          54.59      0.0347337       0.386131              1
            297         0.1485        712.852        658.317        54.5352       0.034093       0.386117              1
            298          0.149        712.773        658.256         54.517      0.0334639       0.386082              1
            299         0.1495        712.695        658.161        54.5343      0.0328453       0.386026              1
            300           0.15        712.618        658.032        54.5856      0.0322366       0.385951              1


   Total mass                       :                 10
   Coordinates of the center of mass:            5.34465         4.9751        5.11653
   Velocity of the center of mass   :          -0.347136      -0.166299       0.362501
   Translational kinetic energy     :            1.39783


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            301         0.1505        712.542        657.872        54.6694      0.0316375       0.385858              1
            302          0.151        712.467        657.683        54.7838      0.0310476       0.385747              1
            303         0.1515        712.392        657.465        54.9268      0.0304665        0.38562              1
            304          0.152        712.319        657.223         55.096      0.0298939       0.385478              1
            305         0.1525        712.246        656.957        55.2892      0.0293297       0.385322              1
            306          0.153        712.175        656.671        55.5037      0.0287735       0.385155              1
            307         0.1535        712.104        656.367        55.7369      0.0282252       0.384977              1
            308          0.154        712.035        656.048        55.9861      0.0276847        0.38479              1
            309         0.1545        711.966        655.717        56.2485      0.0271517       0.384596              1
            310          0.155        711.898        655.377        56.5212      0.0266257       0.384397              1
            311         0.1555        711.832         655.03        56.8014      0.0261077       0.384194              1
            312          0.156        711.766         654.68        57.0862      0.0255971       0.383989              1
            313         0.1565        711.701        654.329        57.3729      0.0250937       0.383783              1
            314          0.157        711.638        653.979        57.6585      0.0245977       0.383578              1
            315         0.1575        711.575        653.635        57.9406      0.0241088       0.383377              1
            316          0.158        711.513        653.297        58.2164      0.0236272       0.383179              1
            317         0.1585        711.453        652.969        58.4835      0.0231528       0.382987              1
            318          0.159        711.393        652.654        58.7395      0.0226856       0.382802              1
            319         0.1595        711.334        652.352        58.9823      0.0222256       0.382625              1
            320           0.16        711.277        652.067        59.2098      0.0217727       0.382458              1
            321         0.1605         711.22          651.8        59.4202      0.0213271       0.382302              1
            322          0.161        711.164        651.552        59.6118      0.0208886       0.382157              1
            323         0.1615        711.109        651.326        59.7831      0.0204567       0.382025              1
            324          0.162        711.056        651.123        59.9328      0.0200325       0.381906              1
            325         0.1625        711.003        650.943        60.0599      0.0196154         0.3818              1
            326          0.163        710.951        650.787        60.1634      0.0192054       0.381709              1
            327         0.1635          710.9        650.657        60.2427      0.0188025       0.381633              1
            328          0.164         710.85        650.553        60.2973      0.0184067       0.381572              1
            329         0.1645        710.801        650.474        60.3269      0.0180179       0.381526              1
            330          0.165        710.753        650.421        60.3315      0.0176361       0.381496              1
            331         0.1655        710.706        650.394        60.3112      0.0172613        0.38148              1
            332          0.166        710.659        650.393        60.2662      0.0168928        0.38148              1
            333         0.1665        710.614        650.417         60.197      0.0165317       0.381494              1
            334          0.167         710.57        650.466        60.1043      0.0161775       0.381522              1
            335         0.1675        710.527        650.538        59.9887        0.01583       0.381565              1
            336          0.168        710.484        650.633        59.8512      0.0154892       0.381621              1
            337         0.1685        710.443         650.75        59.6929      0.0151551        0.38169              1
            338          0.169        710.402        650.887        59.5148      0.0148276        0.38177              1
            339         0.1695        710.362        651.044        59.3182      0.0145066       0.381863              1
            340           0.17        710.323        651.219        59.1045      0.0141921       0.381965              1
            341         0.1705        710.285         651.41        58.8749      0.0138841       0.382078              1
            342          0.171        710.248        651.617        58.6311      0.0135823       0.382199              1
            343         0.1715        710.212        651.838        58.3743      0.0132868       0.382329              1
            344          0.172        710.177         652.07        58.1063      0.0129975       0.382466              1
            345         0.1725        710.142        652.314        57.8285      0.0127144       0.382608              1
            346          0.173        710.109        652.566        57.5426      0.0124373       0.382757              1
            347         0.1735        710.076        652.826        57.2499      0.0121662       0.382909              1
            348          0.174        710.044        653.092        56.9522       0.011901       0.383065              1
            349         0.1745        710.013        653.362        56.6508      0.0116417       0.383224              1
            350          0.175        709.983        653.635        56.3473      0.0113876       0.383384              1
            351         0.1755        709.953         653.91        56.0431      0.0111397       0.383546              1
            352          0.176        709.924        654.185        55.7396      0.0108975       0.383707              1
            353         0.1765        709.897        654.459         55.438      0.0106608       0.383868              1
            354          0.177         709.87         654.73        55.1397      0.0104296       0.384027              1
            355         0.1775        709.843        654.997        54.8459      0.0102037       0.384184              1
            356          0.178        709.818         655.26        54.5576     0.00998317       0.384338              1
            357         0.1785        709.793        655.517        54.2759     0.00976786       0.384489              1
            358          0.179        709.769        655.767        54.0018      0.0095577       0.384636              1
            359         0.1795        709.746        656.009        53.7361     0.00935261       0.384778              1
            360           0.18        709.723        656.243        53.4797     0.00915252       0.384916              1
            361         0.1805        709.701        656.468        53.2331     0.00895733       0.385047              1
            362          0.181         709.68        656.683        52.9971     0.00876698       0.385174              1
            363         0.1815         709.66        656.887        52.7723     0.00858136       0.385294              1
            364          0.182         709.64        657.081        52.5589     0.00840041       0.385407              1
            365         0.1825        709.621        657.263        52.3575     0.00822405       0.385514              1
            366          0.183        709.602        657.434        52.1683     0.00805217       0.385614              1
            367         0.1835        709.584        657.593        51.9916     0.00788471       0.385708              1
            368          0.184        709.567         657.74        51.8274     0.00772157       0.385794              1
            369         0.1845        709.551        657.875        51.6759     0.00756268       0.385873              1
            370          0.185        709.535        657.998         51.537     0.00740794       0.385945              1
            371         0.1855        709.519        658.108        51.4108     0.00725728       0.386011              1
            372          0.186        709.504        658.207         51.297      0.0071106       0.386069              1
            373         0.1865         709.49        658.295        51.1956     0.00696783        0.38612              1
            374          0.187        709.477         658.37        51.1062     0.00682887       0.386165              1
            375         0.1875        709.464        658.435        51.0286     0.00669364       0.386202              1
            376          0.188        709.451        658.489        50.9625     0.00656206       0.386234              1
            377         0.1885        709.439        658.532        50.9075     0.00643404       0.386259              1
            378          0.189        709.427        658.564        50.8632     0.00630949       0.386279              1
            379         0.1895        709.416        658.587        50.8291     0.00618835       0.386292              1
            380           0.19        709.406        658.601        50.8049     0.00607051         0.3863              1
            381         0.1905        709.396        658.606        50.7899      0.0059559       0.386303              1
            382          0.191        709.386        658.603        50.7838     0.00584391       0.386301              1
            383         0.1915        709.377        658.591        50.7859     0.00573552       0.386295              1
            384          0.192        709.369        658.573        50.7957     0.00563012       0.386284              1
            385         0.1925         709.36        658.548        50.8127     0.00552763       0.386269              1
            386          0.193        709.353        658.516        50.8363     0.00542797       0.386251              1
            387         0.1935        709.345        658.479        50.8659     0.00533107       0.386229              1
            388          0.194        709.338        658.437         50.901     0.00523684       0.386205              1
            389         0.1945        709.331        658.391        50.9409     0.00514521       0.386177              1
            390          0.195        709.325         658.34        50.9851     0.00505611       0.386148              1
            391         0.1955        709.319        658.286         51.033     0.00496946       0.386116              1
            392          0.196        709.314         658.23        51.0841     0.00488521       0.386083              1
            393         0.1965        709.309        658.171        51.1379     0.00480326       0.386049              1
            394          0.197        709.304         658.11        51.1937     0.00472357       0.386013              1
            395         0.1975        709.299        658.048        51.2511     0.00464605       0.385977              1
            396          0.198        709.295        657.985        51.3095     0.00457065        0.38594              1
            397         0.1985        709.291        657.922        51.3685     0.00449731       0.385903              1
            398          0.199        709.287        657.859        51.4277     0.00442594       0.385866              1
            399         0.1995        709.283        657.797        51.4864     0.00435651        0.38583              1
            400            0.2         709.28        657.736        51.5444     0.00428894       0.385794              1


   Total mass                       :                 10
   Coordinates of the center of mass:            5.32729        4.96678        5.13466
   Velocity of the center of mass   :          -0.347136      -0.166299       0.362501
   Translational kinetic energy     :            1.39783


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            401         0.2005        709.277        657.676        51.6011     0.00422318       0.385759              1
            402          0.201        709.275        657.618        51.6563     0.00415916       0.385725              1
            403         0.2015        709.272        657.562        51.7095     0.00409631       0.385692              1
            404          0.202         709.27        657.509        51.7605     0.00403564       0.385661              1
            405         0.2025        709.267        657.459        51.8088     0.00397656       0.385631              1
            406          0.203        709.265        657.411        51.8543     0.00391901       0.385604              1
            407         0.2035        709.264        657.367        51.8966     0.00386294       0.385578              1
            408          0.204        709.262        657.327        51.9355     0.00380832       0.385554              1
            409         0.2045        709.261         657.29        51.9708     0.00375508       0.385532              1
            410          0.205        709.259        657.257        52.0024     0.00370318       0.385513              1
            411         0.2055        709.258        657.228          52.03     0.00365258       0.385496              1
            412          0.206        709.257        657.203        52.0536     0.00360215       0.385482              1
            413         0.2065        709.256        657.183         52.073     0.00355402        0.38547              1
            414          0.207        709.255        657.167        52.0882     0.00350706        0.38546              1
            415         0.2075        709.254        657.155        52.0991     0.00346123       0.385454              1
            416          0.208        709.253        657.148        52.1056     0.00341649       0.385449              1
            417         0.2085        709.252        657.145        52.1079      0.0033728       0.385448              1
            418          0.209        709.252        657.146        52.1058     0.00333012       0.385448              1
            419         0.2095        709.251        657.152        52.0995     0.00328843       0.385452              1
            420           0.21        709.251        657.162        52.0889     0.00324767       0.385458              1
            421         0.2105         709.25        657.176        52.0743     0.00320783       0.385466              1
            422          0.211         709.25        657.194        52.0557     0.00316886       0.385477              1
            423         0.2115        709.249        657.216        52.0332     0.00313074       0.385489              1
            424          0.212        709.248        657.242         52.007     0.00309344       0.385505              1
            425         0.2125        709.248        657.271        51.9772     0.00305692       0.385522              1
            426          0.213        709.247        657.303         51.944     0.00302115       0.385541              1
            427         0.2135        709.247        657.339        51.9077     0.00298612       0.385562              1
            428          0.214        709.246        657.378        51.8683     0.00295179       0.385585              1
            429         0.2145        709.246        657.419        51.8263     0.00291759       0.385609              1
            430          0.215        709.245        657.463        51.7816     0.00288459       0.385635              1
            431         0.2155        709.244         657.51        51.7347     0.00285222       0.385662              1
            432          0.216        709.243        657.558        51.6857     0.00282045        0.38569              1
            433         0.2165        709.243        657.608         51.635     0.00278926       0.385719              1
            434          0.217        709.242        657.659        51.5827     0.00275863        0.38575              1
            435         0.2175        709.241        657.711        51.5292     0.00272853        0.38578              1
            436          0.218         709.24        657.765        51.4747     0.00269895       0.385812              1
            437         0.2185        709.239        657.819        51.4195     0.00266986       0.385844              1
            438          0.219        709.237        657.874        51.3638     0.00264125       0.385875              1
            439         0.2195        709.236        657.928         51.308      0.0026131       0.385907              1
            440           0.22        709.235        657.982        51.2522     0.00258539       0.385939              1
            441         0.2205        709.233        658.036        51.1968     0.00255809       0.385971              1
            442          0.221        709.232         658.09         51.142     0.00253175       0.386002              1
            443         0.2215         709.23        658.142         51.088     0.00250528       0.386033              1
            444          0.222        709.228        658.193        51.0352     0.00247918       0.386063              1
            445         0.2225        709.226        658.243        50.9836     0.00245344       0.386092              1
            446          0.223        709.224        658.291        50.9337     0.00242804        0.38612              1
            447         0.2235        709.222        658.337        50.8855     0.00240298       0.386147              1
            448          0.224         709.22        658.381        50.8392     0.00237824       0.386173              1
            449         0.2245        709.218        658.422        50.7951     0.00235381       0.386198              1
            450          0.225        709.215        658.462        50.7533     0.00232967       0.386221              1
            451         0.2255        709.213        658.499         50.714     0.00230581       0.386242              1
            452          0.226         709.21        658.533        50.6773     0.00228223       0.386262              1
            453         0.2265        709.207        658.564        50.6434     0.00225891       0.386281              1
            454          0.227        709.204        658.592        50.6123     0.00223585       0.386297              1
            455         0.2275        709.201        658.617        50.5841     0.00221302       0.386312              1
            456          0.228        709.198        658.639         50.559     0.00219043       0.386325              1
            457         0.2285        709.195        658.658         50.537     0.00216807       0.386336              1
            458          0.229        709.191        658.673         50.518     0.00214592       0.386345              1
            459         0.2295        709.188        658.686        50.5023     0.00212399       0.386352              1
            460           0.23        709.184        658.695        50.4896     0.00210226       0.386358              1
            461         0.2305        709.181        658.701        50.4801     0.00208072       0.386361              1
            462          0.231        709.177        658.703        50.4738     0.00205937       0.386362              1
            463         0.2315        709.173        658.703        50.4704     0.00203821       0.386362              1
            464          0.232        709.169        658.699        50.4701     0.00201722        0.38636              1
            465         0.2325        709.165        658.692        50.4727     0.00199641       0.386356              1
            466          0.233        709.161        658.683        50.4782     0.00197576        0.38635              1
            467         0.2335        709.156         658.67        50.4863     0.00195528       0.386343              1
            468          0.234        709.152        658.655         50.497     0.00193496       0.386334              1
            469         0.2345        709.147        658.637        50.5103     0.00191478       0.386324              1
            470          0.235        709.143        658.617        50.5258     0.00189476       0.386312              1
            471         0.2355        709.138        658.595        50.5434     0.00187489       0.386299              1
            472          0.236        709.133         658.57        50.5631     0.00185516       0.386285              1
            473         0.2365        709.129        658.544        50.5845     0.00183558       0.386269              1
            474          0.237        709.124        658.516        50.6076     0.00181613       0.386253              1
            475         0.2375        709.118        658.486        50.6321     0.00179682       0.386235              1
            476          0.238        709.113        658.456        50.6577     0.00177764       0.386217              1
            477         0.2385        709.108        658.424        50.6844     0.00175859       0.386199              1
            478          0.239        709.103        658.391        50.7119     0.00173967        0.38618              1
            479         0.2395        709.097        658.358        50.7399     0.00172089        0.38616              1
            480           0.24        709.092        658.324        50.7683     0.00170222        0.38614              1
            481         0.2405        709.087         658.29        50.7969     0.00168369        0.38612              1
            482          0.241        709.081        658.256        50.8253     0.00166528         0.3861              1
            483         0.2415        709.075        658.222        50.8535     0.00164699        0.38608              1
            484          0.242         709.07        658.189        50.8811     0.00162883       0.386061              1
            485         0.2425        709.064        658.156         50.908     0.00161079       0.386042              1
            486          0.243        709.058        658.124        50.9339     0.00159288       0.386023              1
            487         0.2435        709.052        658.093        50.9587     0.00157563       0.386005              1
            488          0.244        709.046        658.064        50.9822     0.00155798       0.385988              1
            489         0.2445         709.04        658.036        51.0041     0.00154045       0.385971              1
            490          0.245        709.034         658.01        51.0244     0.00152304       0.385956              1
            491         0.2455        709.028        657.985        51.0427     0.00150576       0.385942              1
            492          0.246        709.022        657.963         51.059      0.0014886       0.385929              1
            493         0.2465        709.016        657.942        51.0731     0.00147156       0.385917              1
            494          0.247        709.009        657.924        51.0849     0.00145464       0.385906              1
            495         0.2475        709.003        657.909        51.0942     0.00143785       0.385897              1
            496          0.248        708.997        657.896        51.1009     0.00142118       0.385889              1
            497         0.2485         708.99        657.885        51.1049     0.00140464       0.385883              1
            498          0.249        708.984        657.878        51.1061     0.00138822       0.385879              1
            499         0.2495        708.977        657.873        51.1044     0.00137192       0.385876              1
            500           0.25        708.971        657.871        51.0998     0.00135575       0.385875              1


   Total mass                       :                 10
   Coordinates of the center of mass:            5.30993        4.95847        5.15278
   Velocity of the center of mass   :          -0.347136      -0.166299       0.362501
   Translational kinetic energy     :            1.39783


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            501         0.2505        708.964        657.872        51.0922     0.00134027       0.385875              1
            502          0.251        708.958        657.876        51.0816     0.00132437       0.385878              1
            503         0.2515        708.951        657.883        51.0679     0.00130807       0.385882              1
            504          0.252        708.945        657.893        51.0511     0.00129244       0.385888              1
            505         0.2525        708.938        657.907        51.0313     0.00127694       0.385896              1
            506          0.253        708.931        657.923        51.0083     0.00126157       0.385905              1
            507         0.2535        708.925        657.942        50.9824     0.00124633       0.385917              1
            508          0.254        708.918        657.964        50.9534     0.00123122        0.38593              1
            509         0.2545        708.911         657.99        50.9214     0.00121571       0.385944              1
            510          0.255        708.904        658.018        50.8866     0.00120087       0.385961              1
            511         0.2555        708.897        658.049        50.8489     0.00118617       0.385979              1
            512          0.256        708.891        658.082        50.8084     0.00117161       0.385999              1
            513         0.2565        708.884        658.118        50.7653     0.00115718        0.38602              1
            514          0.257        708.877        658.157        50.7197     0.00114289       0.386043              1
            515         0.2575         708.87        658.198        50.6716     0.00112873       0.386067              1
            516          0.258        708.863        658.242        50.6212     0.00111471       0.386092              1
            517         0.2585        708.856        658.287        50.5686     0.00110083       0.386119              1
            518          0.259        708.849        658.335        50.5139     0.00108709       0.386147              1
            519         0.2595        708.842        658.385        50.4573     0.00107349       0.386176              1
            520           0.26        708.835        658.436        50.3989     0.00106003       0.386206              1
            521         0.2605        708.828        658.489        50.3389     0.00104671       0.386237              1
            522          0.261        708.821        658.543        50.2774     0.00103353       0.386269              1
            523         0.2615        708.814        658.599        50.2147     0.00102049       0.386302              1
            524          0.262        708.806        658.656        50.1507      0.0010076       0.386335              1
            525         0.2625        708.799        658.713        50.0859    0.000994846       0.386369              1
            526          0.263        708.792        658.772        50.0202    0.000982239       0.386403              1
            527         0.2635        708.785        658.831        49.9538    0.000969776       0.386438              1
            528          0.264        708.778        658.891         49.887    0.000957459       0.386473              1
            529         0.2645         708.77         658.95        49.8199    0.000945288       0.386508              1
            530          0.265        708.763         659.01        49.7527    0.000933262       0.386543              1
            531         0.2655        708.756         659.07        49.6855    0.000921384       0.386578              1
            532          0.266        708.748         659.13        49.6185    0.000909653       0.386613              1
            533         0.2665        708.741        659.189        49.5518     0.00089807       0.386648              1
            534          0.267        708.734        659.248        49.4856    0.000886635       0.386683              1
            535         0.2675        708.726        659.306        49.4202     0.00087535       0.386717              1
            536          0.268        708.719        659.363        49.3555    0.000864216        0.38675              1
            537         0.2685        708.711         659.42        49.2918    0.000853232       0.386783              1
            538          0.269        708.704        659.475        49.2291    0.000842399       0.386816              1
            539         0.2695        708.696        659.528        49.1678     0.00083172       0.386847              1
            540           0.27        708.689        659.581        49.1077    0.000821193       0.386878              1
            541         0.2705        708.681        659.632        49.0492    0.000810821       0.386908              1
            542          0.271        708.673        659.681        48.9922    0.000800605       0.386937              1
            543         0.2715        708.666        659.729        48.9369    0.000790545       0.386965              1
            544          0.272        708.658        659.775        48.8835    0.000780643       0.386992              1
            545         0.2725         708.65        659.818        48.8319      0.0007709       0.387017              1
            546          0.273        708.643         659.86        48.7823    0.000761317       0.387042              1
            547         0.2735        708.635          659.9        48.7348    0.000751897       0.387065              1
            548          0.274        708.627        659.938        48.6893    0.000742642       0.387087              1
            549         0.2745        708.619        659.973        48.6461    0.000733552       0.387108              1
            550          0.275        708.611        660.006        48.6051     0.00072463       0.387127              1
            551         0.2755        708.603        660.037        48.5664    0.000715879       0.387145              1
            552          0.276        708.595        660.065        48.5301    0.000707301       0.387162              1
            553         0.2765        708.587        660.091        48.4961    0.000699457       0.387177              1
            554          0.277        708.579        660.115        48.4645    0.000691251       0.387191              1
            555         0.2775        708.571        660.136        48.4353    0.000683227       0.387204              1
            556          0.278        708.563        660.154        48.4085     0.00067539       0.387215              1
            557         0.2785        708.555        660.171        48.3841    0.000667743       0.387224              1
            558          0.279        708.546        660.184        48.3621    0.000660291       0.387232              1
            559         0.2795        708.538        660.196        48.3426    0.000653039       0.387239              1
            560           0.28         708.53        660.205        48.3254    0.000645991       0.387244              1
            561         0.2805        708.522        660.211        48.3105    0.000639154       0.387248              1
            562          0.281        708.513        660.215         48.298    0.000632533        0.38725              1
            563         0.2815        708.505        660.217        48.2878    0.000626136       0.387251              1
            564          0.282        708.496        660.217        48.2798    0.000619968       0.387251              1
            565         0.2825        708.488        660.214         48.274     0.00061404       0.387249              1
            566          0.283        708.479        660.209        48.2704    0.000608358       0.387247              1
            567         0.2835        708.471        660.202        48.2688    0.000602932       0.387242              1
            568          0.284        708.462        660.193        48.2693    0.000597773       0.387237              1
            569         0.2845        730.845        660.181        70.6644    0.000592891        0.38723              1
            570          0.285        751.498        660.166        91.3316    0.000588298       0.387221              1
            571         0.2855        751.507         660.15        91.3564    0.000584008       0.387212              1
            572          0.286        751.515        660.133        91.3826    0.000580034       0.387202              1
            573         0.2865        751.524        660.114          91.41    0.000576391       0.387191              1
            574          0.287        751.533        660.094        91.4385    0.000573096       0.387179              1
            575         0.2875        751.542        660.073        91.4681    0.000570167       0.387167              1
            576          0.288         751.55        660.052        91.4987    0.000567622       0.387154              1
            577         0.2885        751.559        660.029        91.5302    0.000565483       0.387141              1
            578          0.289        751.567        660.005        91.5624     0.00056377       0.387127              1
            579         0.2895        751.576        659.981        91.5954     0.00056251       0.387113              1
            580           0.29        751.585        659.956        91.6289    0.000561726       0.387098              1
            581         0.2905        751.593         659.93        91.6629    0.000561448       0.387083              1
            582          0.291        751.602        659.904        91.6973    0.000562249       0.387068              1
            583         0.2915         751.61        659.878         91.732    0.000563089       0.387052              1
            584          0.292        751.618        659.852        91.7669    0.000564532       0.387037              1
            585         0.2925        751.627        659.825        91.8019    0.000566615       0.387021              1
            586          0.293        751.635        659.798        91.8369    0.000569377       0.387006              1
            587         0.2935        751.644        659.772        91.8719    0.000572861        0.38699              1
            588          0.294        751.652        659.745        91.9067    0.000577113       0.386975              1
            589         0.2945         751.66        659.719        91.9412     0.00058218       0.386959              1
            590          0.295        751.669        659.693        91.9754    0.000588115       0.386944              1
            591         0.2955        751.677        659.668        92.0092    0.000594972       0.386929              1
            592          0.296        751.686        659.643        92.0424    0.000602809       0.386915              1
            593         0.2965        751.694        659.619        92.0751    0.000612233         0.3869              1
            594          0.297        751.702        659.595        92.1071    0.000622233       0.386887              1
            595         0.2975        751.711        659.573        92.1383     0.00063341       0.386873              1
            596          0.298        751.719        659.551        92.1687    0.000645836        0.38686              1
            597         0.2985        751.728        659.529        92.1983    0.000659586       0.386848              1
            598          0.299        751.736        659.509        92.2269    0.000674741       0.386836              1
            599         0.2995        751.745         659.49        92.2544    0.000691383       0.386825              1
            600            0.3        751.753        659.472        92.2809      0.0007096       0.386814              1


   Total mass                       :                 10
   Coordinates of the center of mass:            5.29258        4.95015        5.17091
   Velocity of the center of mass   :          -0.347136      -0.166299       0.362501
   Translational kinetic energy     :            1.39783


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            601         0.3005        751.761        659.455        92.3063    0.000728942       0.386804              1
            602          0.301         751.77         659.44        92.3304    0.000750585       0.386795              1
            603         0.3015        751.778        659.425        92.3534    0.000774083       0.386787              1
            604          0.302        751.787        659.412         92.375    0.000799537       0.386779              1
            605         0.3025        751.796          659.4        92.3953    0.000827051       0.386772              1
            606          0.303        751.804         659.39        92.4142    0.000856733       0.386766              1
            607         0.3035        751.813        659.381        92.4317    0.000888695       0.386761              1
            608          0.304        751.822        659.374        92.4478    0.000923055       0.386756              1
            609         0.3045         751.83        659.368        92.4624    0.000959935       0.386753              1
            610          0.305        751.839        659.364        92.4754    0.000999465        0.38675              1
            611         0.3055        751.848        659.361         92.487     0.00104178       0.386749              1
            612          0.306        751.857         659.36        92.4969     0.00108704       0.386748              1
            613         0.3065        751.866         659.36        92.5054     0.00113539       0.386748              1
            614          0.307        751.874        659.362        92.5122     0.00118702        0.38675              1
            615         0.3075        751.883        659.366        92.5174     0.00124213       0.386752              1
            616          0.308        751.892        659.371         92.521     0.00130095       0.386755              1
            617         0.3085        751.902        659.379         92.523     0.00136374       0.386759              1
            618          0.309        751.911        659.387        92.5233     0.00142973       0.386764              1
            619         0.3095         751.92        659.398        92.5221     0.00150144        0.38677              1
            620           0.31        751.929         659.41        92.5192     0.00157822       0.386777              1
            621         0.3105        751.938        659.424        92.5147     0.00166057       0.386785              1
            622          0.311        751.948        659.439        92.5086     0.00174909       0.386794              1
            623         0.3115        751.957        659.456        92.5009      0.0018445       0.386804              1
            624          0.312        751.967        659.475        92.4916     0.00194764       0.386815              1
            625         0.3125        751.976        659.496        92.4808     0.00205954       0.386827              1
            626          0.313        751.986        659.518        92.4684      0.0021814        0.38684              1
            627         0.3135        751.996        659.541        92.4545     0.00231464       0.386854              1
            628          0.314        752.006        659.567         92.439     0.00246095       0.386869              1
            629         0.3145        752.016        659.593        92.4221     0.00262229       0.386884              1
            630          0.315        752.025        659.622        92.4037     0.00280096       0.386901              1
            631         0.3155        752.036        659.652        92.3839      0.0030002       0.386918              1
            632          0.316        752.046        659.683        92.3627     0.00322203       0.386936              1
            633         0.3165        752.056        659.716        92.3402     0.00347057       0.386956              1
            634          0.317        752.066         659.75        92.3162     0.00374994       0.386975              1
            635         0.3175        752.077        659.786         92.291     0.00406484       0.386996              1
            636          0.318        752.087        659.823        92.2645     0.00442062       0.387018              1
            637         0.3185        752.098        659.861        92.2368     0.00482385        0.38704              1
            638          0.319        752.108        659.901        92.2079     0.00528024       0.387063              1
            639         0.3195        752.119        659.941        92.1778     0.00579785       0.387087              1
            640           0.32         752.13        659.984        92.1466     0.00638505       0.387111              1
            641         0.3205        752.141        660.027        92.1144     0.00705094       0.387136              1
            642          0.321        752.152        660.071        92.0811     0.00780594       0.387162              1
            643         0.3215        752.164        660.117        92.0468     0.00865945       0.387188              1
            644          0.322        752.175        660.163        92.0115     0.00962301       0.387214              1
            645         0.3225        752.186        660.211        91.9753      0.0107078       0.387242              1
            646          0.323        752.198         660.26        91.9382       0.011925        0.38727              1
            647         0.3235        752.209        660.309        91.9004       0.013285       0.387298              1
            648          0.324        752.221         660.36        91.8617      0.0147971       0.387327              1
            649         0.3245        752.233        660.411        91.8223      0.0164685       0.387356              1
            650          0.325        752.245        660.463        91.7822      0.0183035       0.387385              1
            651         0.3255        752.257        660.516        91.7414      0.0203022       0.387415              1
            652          0.326         752.27         660.57           91.7      0.0224597       0.387445              1
            653         0.3265        752.282        660.624        91.6581      0.0247641       0.387476              1
            654          0.327        752.295        660.679        91.6157       0.027196       0.387507              1
            655         0.3275        752.307        660.734        91.5728      0.0297272       0.387538              1
            656          0.328         752.32         660.79        91.5296      0.0323199       0.387569              1
            657         0.3285        752.333        660.847        91.4861      0.0349269       0.387601              1
            658          0.329        752.346        660.904        91.4422      0.0374913       0.387632              1
            659         0.3295        752.359        660.961        91.3982      0.0399502       0.387665              1
            660           0.33        752.373        661.018        91.3541      0.0422342       0.387697              1
            661         0.3305        752.386        661.076          91.31      0.0442724        0.38773              1
            662          0.331          752.4        661.134        91.2658      0.0459959       0.387762              1
            663         0.3315        752.413        661.192        91.2217      0.0473425       0.387796              1
            664          0.332        752.427        661.249        91.1778      0.0482608       0.387829              1
            665         0.3325        752.441        661.307         91.134       0.048714       0.387863              1
            666          0.333        752.456        661.365        91.0905      0.0486831       0.387896              1
            667         0.3335         752.47        661.423        91.0473       0.048168       0.387931              1
            668          0.334        752.484         661.48        91.0044      0.0471881       0.387965              1
            669         0.3345        752.499        661.537        90.9618      0.0457797       0.387999              1
            670          0.335        752.514        661.594        90.9195      0.0439956       0.388034              1
            671         0.3355        752.529        661.651        90.8776      0.0418979       0.388068              1
            672          0.336        752.544        661.708        90.8361      0.0395557       0.388103              1
            673         0.3365        752.559        661.764         90.795      0.0370405       0.388137              1
            674          0.337        752.575         661.82        90.7543      0.0344215       0.388172              1
            675         0.3375         752.59        661.876        90.7139      0.0317632       0.388206              1
